Title,Location,Price,Area,Rooms,Interior
Apartment Deurloostraat 102 1,            1078 JJ Amsterdam (Scheldebuurt)        ,"                €1,995 per month            ",80 m²,3 rooms,Upholstered
Apartment Noorderstraat,            1017 TR Amsterdam (De Weteringschans)        ,"                €3,250 per month            ",115 m²,4 rooms,Furnished
House Keizersgracht,            1015 CP Amsterdam (Grachtengordel-West)        ,"                €2,150 per month            ",65 m²,2 rooms,Furnished
Apartment Plantage Middenlaan 20 III,            1018 DE Amsterdam (Weesperbuurt/Plantage)        ,"                €3,650 per month            ",147 m²,4 rooms,Upholstered
Apartment Langswater,            1069 EG Amsterdam (De Punt)        ,"                €2,200 per month            ",75 m²,4 rooms,Upholstered
Apartment Ferdinand Bolstraat 72 4,            1072 LM Amsterdam (Oude Pijp)        ,"                €3,400 per month            ",94 m²,5 rooms,Upholstered
Apartment Andreasplein,            1058 GD Amsterdam (Westlandgracht)        ,"                €2,700 per month            ",130 m²,4 rooms,None
Apartment Minervaplein,            1077 TH Amsterdam (Apollobuurt)        ,"                €2,150 per month            ",75 m²,2 rooms,None
Apartment Corellistraat,            1077 HA Amsterdam (Apollobuurt)        ,"                €2,750 per month            ",112 m²,3 rooms,Furnished
Apartment Watteaustraat 29 2,            1077 ZK Amsterdam (Apollobuurt)        ,"                €2,500 per month            ",115 m²,4 rooms,Upholstered
Apartment Frans van Mierisstraat 56 HS,            1071 RW Amsterdam (Museumkwartier)        ,"                €3,450 per month            ",142 m²,4 rooms,None
Apartment Anna Blamansingel,"            1102 ST Amsterdam (Bijlmer Centrum (D,F,H))        ","                €1,550 per month            ",50 m²,2 rooms,Furnished
House Emmy Andriessestraat 4,            1087 MJ Amsterdam (IJburg Zuid)        ,"                €3,000 per month            ",175 m²,6 rooms,Furnished
House Molukkenstraat 557,            1095 BJ Amsterdam (Indische Buurt Oost)        ,"                €1,600 per month            ",46 m²,3 rooms,Upholstered
Apartment Schokkerspad,            1081 KR Amsterdam (Buitenveldert-West)        ,"                €2,250 per month            ",95 m²,3 rooms,Upholstered
Apartment Holendrechtstraat 26 3,            1078 TT Amsterdam (IJselbuurt)        ,"                €1,900 per month            ",70 m²,3 rooms,Upholstered
Apartment Sausalitolaan,            1031 KE Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,850 per month            ",67 m²,2 rooms,Upholstered
Apartment Leidsekruisstraat 17 2,            1017 RE Amsterdam (De Weteringschans)        ,"                €1,600 per month            ",45 m²,2 rooms,Furnished
Apartment Pieter Calandlaan,            1068 NE Amsterdam (Osdorp-Oost)        ,"                €1,700 per month            ",81 m²,3 rooms,Upholstered
Apartment Oostenburgergracht 53 C,            1018 NB Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,850 per month            ",60 m²,3 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment ms. van Riemsdijkweg,            1033 RD Amsterdam (Noordelijke IJ-oevers West)        ,"                €3,250 per month            ",115 m²,3 rooms,Upholstered
Apartment Vätternkade 85 A,            1060 PK Amsterdam (Middelveldsche Akerpolder)        ,"                €1,750 per month            ",70 m²,3 rooms,Furnished
Apartment Cruquiusweg 124,            1019 AK Amsterdam (Oostelijk Havengebied)        ,"                €1,750 per month            ",65 m²,2 rooms,Upholstered
Apartment Cruquiusweg 126,            1019 AK Amsterdam (Oostelijk Havengebied)        ,"                €1,915 per month            ",115 m²,4 rooms,Upholstered
Apartment Lomanstraat,            1075 RC Amsterdam (Willemspark)        ,"                €1,485 per month            ",50 m²,2 rooms,Upholstered
Apartment Bloemgracht 124 E,            1015 TP Amsterdam (Jordaan)        ,"                €2,950 per month            ",110 m²,3 rooms,Furnished
Apartment Ferdinand Bolstraat,            1072 LC Amsterdam (Oude Pijp)        ,"                €2,750 per month            ",86 m²,3 rooms,Furnished
Apartment Krooswijkhof,            1083 JA Amsterdam (Buitenveldert-Oost)        ,"                €2,300 per month            ",100 m²,3 rooms,Furnished
Apartment Pieter Oosterhuisstraat,            1087 HT Amsterdam (IJburg Zuid)        ,"                €2,350 per month            ",112 m²,3 rooms,Upholstered
Apartment Ganzenweg,            1021 CP Amsterdam (IJplein/Vogelbuurt)        ,"                €1,749 per month            ",75 m²,3 rooms,Furnished
Apartment Hudsonstraat,            1057 SN Amsterdam (Hoofdweg e.o.)        ,"                €2,200 per month            ",87 m²,4 rooms,Furnished
Apartment Grasweg 168,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,550 per month            ",62 m²,3 rooms,None
House Koninginneweg,            1075 CK Amsterdam (Willemspark)        ,"                €4,500 per month            ",234 m²,5 rooms,Upholstered
Apartment Deurloostraat 109 II,            1078 HW Amsterdam (Scheldebuurt)        ,"                €2,400 per month            ",83 m²,4 rooms,Upholstered
Apartment IJdoornlaan 251 S1,            1024 KM Amsterdam (Waterlandpleinbuurt)        ,"                €1,450 per month            ",85 m²,3 rooms,Shell
Room Holendrechtstraat,            1078 TT Amsterdam (IJselbuurt)        ,                €701 per month            ,9 m²,1 room,Furnished
Apartment Warmoesstraat,            1012 HX Amsterdam (Burgwallen-Oude Zijde)        ,"                €1,900 per month            ",90 m²,1 room,Furnished
Apartment Dongestraat,            1078 JW Amsterdam (Scheldebuurt)        ,"                €2,800 per month            ",140 m²,6 rooms,Upholstered
Apartment Mercatorstraat,            1056 PZ Amsterdam (Van Galenbuurt)        ,"                €1,695 per month            ",50 m²,3 rooms,Upholstered
Apartment Eerste Jan van der Heijdenstraat,            1072 VC Amsterdam (Oude Pijp)        ,"                €6,500 per month            ",150 m²,6 rooms,Furnished
Apartment Van Leijenberghlaan,            1082 GM Amsterdam (Buitenveldert-West)        ,"                €4,350 per month            ",204 m²,3 rooms,Upholstered
Apartment Gustav Mahlerplein,            1082 MS Amsterdam (Zuidas)        ,"                €5,000 per month            ",175 m²,4 rooms,None
Apartment Voetboogstraat,            1012 XK Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,600 per month            ",40 m²,2 rooms,Upholstered
Apartment Cruquiusweg 128,            1019 AK Amsterdam (Oostelijk Havengebied)        ,"                €1,795 per month            ",80 m²,3 rooms,Upholstered
Apartment Palestrinastraat 24 H,            1071 LG Amsterdam (Museumkwartier)        ,"                €7,000 per month            ",203 m²,7 rooms,Furnished
Apartment S. F. van Ossstraat,            1068 JS Amsterdam (Osdorp-Oost)        ,"                €1,695 per month            ",80 m²,4 rooms,Furnished
Apartment Insulindeweg,            1094 NZ Amsterdam (Indische Buurt West)        ,"                €2,450 per month            ",71 m²,4 rooms,Upholstered or furnished
Apartment Dongestraat,            1078 JW Amsterdam (Scheldebuurt)        ,"                €2,250 per month            ",85 m²,3 rooms,Upholstered
Apartment Admiraal De Ruijterweg,            1055 NA Amsterdam (Landlust)        ,"                €2,750 per month            ",100 m²,5 rooms,Furnished
Apartment Bestevâerstraat,            1055 TN Amsterdam (Landlust)        ,"                €1,750 per month            ",60 m²,3 rooms,Upholstered
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Valeriusstraat 121 H,            1075 ER Amsterdam (Willemspark)        ,"                €4,500 per month            ",145 m²,4 rooms,Upholstered or furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Driekoningenstraat,            1016 AL Amsterdam (Grachtengordel-West)        ,"                €1,650 per month            ",58 m²,2 rooms,None
Apartment Vespuccistraat,            1056 SJ Amsterdam (Van Galenbuurt)        ,"                €1,950 per month            ",50 m²,2 rooms,Furnished
Apartment Karperweg,            1075 LA Amsterdam (Schinkelbuurt)        ,"                €2,850 per month            ",120 m²,4 rooms,Furnished
Apartment Joos Banckersplantsoen,            1056 LD Amsterdam (Landlust)        ,"                €2,850 per month            ",120 m²,3 rooms,Furnished
Apartment Uiterwaardenstraat 61 hs,            1079 BS Amsterdam (Rijnbuurt)        ,"                €1,750 per month            ",60 m²,3 rooms,Upholstered
Apartment Admiraal De Ruijterweg,            1055 MP Amsterdam (Landlust)        ,"                €3,250 per month            ",139 m²,5 rooms,Furnished
Apartment Jan Pieter Heijestraat 172 1,            1054 ML Amsterdam (Overtoomse Sluis)        ,"                €2,450 per month            ",110 m²,4 rooms,Upholstered
Apartment Pythagorasstraat,            1098 EZ Amsterdam (Middenmeer)        ,"                €3,150 per month            ",124 m²,5 rooms,Furnished
Apartment Elckerlijcstraat 35,            1055 AK Amsterdam (Erasmuspark)        ,"                €2,750 per month            ",123 m²,5 rooms,Upholstered
House Herengracht,            1016 BC Amsterdam (Grachtengordel-West)        ,"                €4,200 per month            ",148 m²,5 rooms,None
Apartment Ruysdaelstraat,            1071 XB Amsterdam (Museumkwartier)        ,"                €1,950 per month            ",75 m²,3 rooms,Upholstered
Apartment Stadionweg,            1077 TB Amsterdam (Apollobuurt)        ,"                €3,000 per month            ",116 m²,4 rooms,None
Apartment Distelweg 243,            1031 HD Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,683 per month            ",64 m²,3 rooms,None
Apartment Distelweg 237,            1031 HD Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,672 per month            ",69 m²,3 rooms,None
Apartment Distelweg 253,            1031 HD Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,672 per month            ",69 m²,3 rooms,None
Apartment Distelweg 269,            1031 HD Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,672 per month            ",69 m²,3 rooms,None
House Tuinstraat 224 Hs,            1015 PK Amsterdam (Jordaan)        ,"                €3,500 per month            ",145 m²,5 rooms,Upholstered
Apartment Jan de Jonghkade,            1063 MH Amsterdam (Slotermeer-Noordoost)        ,"                €2,250 per month            ",95 m²,3 rooms,Upholstered or furnished
Apartment Veembroederhof,            1019 HC Amsterdam (Oostelijk Havengebied)        ,"                €2,500 per month            ",92 m²,3 rooms,Upholstered or furnished
Apartment Van Speijkstraat 135 I,            1057 GV Amsterdam (Chassébuurt)        ,"                €2,000 per month            ",71 m²,3 rooms,Upholstered
Apartment Tweede van Swindenstraat 178 B,            1093 XA Amsterdam (Dapperbuurt)        ,"                €2,050 per month            ",90 m²,3 rooms,Upholstered
Apartment Haarlemmermeerstraat 50 3,            1058 KB Amsterdam (Hoofddorppleinbuurt)        ,"                €2,750 per month            ",106 m²,4 rooms,Furnished
House Louis Naarstigstraat,            1063 EN Amsterdam (Slotermeer-Noordoost)        ,"                €1,900 per month            ",88 m²,4 rooms,Upholstered
Apartment Marnixstraat,            1016 XV Amsterdam (Jordaan)        ,"                €3,500 per month            ",98 m²,3 rooms,Furnished
Apartment Houthavenweg,            1014 ZA Amsterdam (Houthavens)        ,"                €1,500 per month            ",60 m²,1 room,None
Studio Amstelkade,            1078 BA Amsterdam (Scheldebuurt)        ,"                €1,350 per month            ",30 m²,1 room,Furnished
Apartment Papaverweg,            1032 KH Amsterdam (Volewijck)        ,"                €1,215 per month            ",40 m²,2 rooms,Upholstered
Apartment Carolina MacGillavrylaan 49,            1098 XA Amsterdam (Middenmeer)        ,"                €2,650 per month            ",128 m²,5 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Haparandaweg,            1013 BD Amsterdam (Houthavens)        ,"                €1,200 per month            ",42 m²,1 room,None
Apartment Weesperzijde,            1091 EL Amsterdam (Weesperzijde)        ,"                €2,300 per month            ",90 m²,3 rooms,Upholstered
Apartment Cliffordstraat,            1051 GP Amsterdam (Staatsliedenbuurt)        ,"                €1,650 per month            ",50 m²,2 rooms,Furnished
Apartment Rijnstraat,            1079 HH Amsterdam (Rijnbuurt)        ,"                €1,800 per month            ",85 m²,3 rooms,Upholstered
Apartment Hartenstraat,            1016 CC Amsterdam (Grachtengordel-West)        ,"                €1,800 per month            ",50 m²,2 rooms,Upholstered
Apartment Sibogastraat,            1094 SM Amsterdam (Indische Buurt West)        ,"                €1,750 per month            ",90 m²,4 rooms,None
Apartment Groenburgwal,            1011 HX Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,000 per month            ",70 m²,2 rooms,Furnished
House Hunzestraat,            1079 WJ Amsterdam (Rijnbuurt)        ,"                €2,050 per month            ",69 m²,2 rooms,Upholstered
House Klaas Geertsplantsoen 10,            1022 LK Amsterdam (Elzenhagen)        ,"                €3,000 per month            ",150 m²,7 rooms,Upholstered
Apartment Leonard Bernsteinstraat,            1082 MR Amsterdam (Zuidas)        ,"                €3,250 per month            ",130 m²,3 rooms,Furnished
Apartment Prinsengracht,            1016 GX Amsterdam (Grachtengordel-West)        ,"                €3,250 per month            ",92 m²,3 rooms,None
Apartment Céramiquelaan,            1031 KG Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,640 per month            ",84 m²,3 rooms,None
Studio Monnikskapstraat 24 B3,            1032 LM Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,700 per month            ",40 m²,1 room,Furnished
Apartment Koningsplein 10 C,            1017 BB Amsterdam (Grachtengordel-Zuid)        ,"                €2,950 per month            ",131 m²,5 rooms,None
Apartment Runstraat,            1016 GK Amsterdam (Grachtengordel-West)        ,"                €2,150 per month            ",70 m²,4 rooms,Upholstered
Apartment Reestraat,            1016 DM Amsterdam (Grachtengordel-West)        ,"                €2,000 per month            ",90 m²,2 rooms,Upholstered
House Keizersgracht 786,            1017 EC Amsterdam (Grachtengordel-Zuid)        ,"                €13,000 per month            ",450 m²,12 rooms,Upholstered
Apartment Nieuwendijk 140 3,            1012 MS Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,750 per month            ",60 m²,2 rooms,Upholstered
Apartment Dufaystraat,            1075 GS Amsterdam (Willemspark)        ,"                €2,650 per month            ",70 m²,3 rooms,Furnished
Apartment Nobelweg,            1097 AR Amsterdam (Frankendael)        ,"                €1,400 per month            ",70 m²,2 rooms,Furnished
Apartment Plantage Kerklaan,            1018 SX Amsterdam (Weesperbuurt/Plantage)        ,"                €2,950 per month            ",90 m²,3 rooms,Furnished
Apartment Warmondstraat,            1058 KR Amsterdam (Hoofddorppleinbuurt)        ,"                €3,500 per month            ",146 m²,4 rooms,Furnished
Apartment Nadorststeeg,            1012 KE Amsterdam (Burgwallen-Oude Zijde)        ,"                €4,150 per month            ",156 m²,3 rooms,Furnished
Apartment Groenhoven,"            1103 LZ Amsterdam (Bijlmer Oost (E,G,K))        ","                €2,200 per month            ",110 m²,4 rooms,Furnished
Apartment Nieuwe Kerkstraat,            1018 EB Amsterdam (Weesperbuurt/Plantage)        ,"                €2,999 per month            ",80 m²,2 rooms,Furnished
House Hugo de Grootkade,            1052 LS Amsterdam (Frederik Hendrikbuurt)        ,"                €2,349 per month            ",85 m²,4 rooms,Furnished
Apartment Reguliersdwarsstraat,            1017 BM Amsterdam (Grachtengordel-Zuid)        ,"                €3,000 per month            ",97 m²,3 rooms,Upholstered or furnished
Apartment Minervalaan,            1077 PK Amsterdam (Apollobuurt)        ,"                €4,500 per month            ",140 m²,4 rooms,Upholstered
Apartment tt. Vasumweg,            1033 SC Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,750 per month            ",103 m²,3 rooms,None
Apartment Ennemaborg,            1082 ST Amsterdam (Buitenveldert-West)        ,"                €1,800 per month            ",100 m²,4 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Laurierstraat 105,            1016 PL Amsterdam (Jordaan)        ,"                €3,600 per month            ",120 m²,4 rooms,None
Apartment Lijnbaansgracht,            1016 VX Amsterdam (Jordaan)        ,"                €7,500 per month            ",178 m²,2 rooms,Upholstered or furnished
Apartment Hellingstraat,            1033 WW Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,550 per month            ",90 m²,3 rooms,Upholstered
Apartment Bloemgracht,            1015 TH Amsterdam (Jordaan)        ,"                €2,450 per month            ",75 m²,3 rooms,Furnished
Apartment Krooswijkhof,            1082 PB Amsterdam (Buitenveldert-Oost)        ,"                €3,500 per month            ",135 m²,4 rooms,Upholstered or furnished
Apartment Kanteel,            1083 DA Amsterdam (Buitenveldert-Oost)        ,"                €2,350 per month            ",80 m²,4 rooms,Furnished
Apartment Apollolaan 197 D,            1077 AX Amsterdam (Apollobuurt)        ,"                €2,600 per month            ",125 m²,2 rooms,Upholstered
Apartment Grasweg 148,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,550 per month            ",69 m²,3 rooms,None
Apartment Grasweg 122,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,747 per month            ",90 m²,2 rooms,None
House Adelaarsweg 7,            1021 BM Amsterdam (IJplein/Vogelbuurt)        ,"                €3,500 per month            ",180 m²,6 rooms,Furnished
Apartment Haarlemmerstraat,            1013 EM Amsterdam (Haarlemmerbuurt)        ,"                €2,200 per month            ",62 m²,3 rooms,None
Apartment Muntplein,            1012 WR Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €1,680 per month            ",65 m²,2 rooms,Upholstered
Apartment Koopvaardersplantsoen 22,            1034 KE Amsterdam (Banne Buiksloot)        ,"                €1,300 per month            ",93 m²,3 rooms,None
Apartment Stadionkade,            1076 BS Amsterdam (Stadionbuurt)        ,"                €3,200 per month            ",150 m²,4 rooms,Upholstered
Apartment Willem Parelstraat,            1018 KZ Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,850 per month            ",80 m²,3 rooms,None
House Van Oldenbarneveldtstraat 5,            1052 JN Amsterdam (Frederik Hendrikbuurt)        ,"                €2,150 per month            ",57 m²,3 rooms,Upholstered
Apartment Haringbuisdijk 515,            1086 VA Amsterdam (IJburg West)        ,"                €1,480 per month            ",90 m²,2 rooms,None
Apartment Haringbuisdijk 147,            1086 VA Amsterdam (IJburg West)        ,                €960 per month            ,41 m²,1 room,None
Apartment Haringbuisdijk 387,            1086 VA Amsterdam (IJburg West)        ,                €920 per month            ,38 m²,1 room,None
Apartment Ruysdaelkade 197 2,            1072 AV Amsterdam (Nieuwe Pijp)        ,"                €1,865 per month            ",58 m²,3 rooms,Furnished
House Eurokade,            1060 RZ Amsterdam (Middelveldsche Akerpolder)        ,"                €2,395 per month            ",145 m²,6 rooms,Upholstered or furnished
Apartment Hoofddorpplein 3 A,            1059 CV Amsterdam (Hoofddorppleinbuurt)        ,"                €2,700 per month            ",110 m²,4 rooms,Upholstered
Apartment Prinsengracht 10 3,            1015 DV Amsterdam (Jordaan)        ,"                €3,100 per month            ",125 m²,5 rooms,Furnished
Apartment Willem Parelstraat,            1018 KZ Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,850 per month            ",84 m²,3 rooms,None
Studio Sint Agnietenstraat,            1012 EG Amsterdam (Burgwallen-Oude Zijde)        ,"                €1,500 per month            ",37 m²,1 room,Furnished
House Vierwindendwarsstraat 9,            1013 LB Amsterdam (Haarlemmerbuurt)        ,"                €2,450 per month            ",80 m²,3 rooms,Upholstered
Apartment Westerdoksdijk 41,            1013 AD Amsterdam (Haarlemmerbuurt)        ,"                €2,550 per month            ",139 m²,3 rooms,None
House Amstel 49,            1011 PW Amsterdam (Nieuwmarkt/Lastage)        ,"                €5,500 per month            ",125 m²,4 rooms,Upholstered or furnished
Apartment Oudezijds Voorburgwal,            1012 EN Amsterdam (Burgwallen-Oude Zijde)        ,"                €2,950 per month            ",120 m²,4 rooms,Furnished
Apartment Keizersgracht 385 B,            1016 EJ Amsterdam (Grachtengordel-West)        ,"                €9,750 per month            ",300 m²,5 rooms,Upholstered or furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Eastonstraat 198,            1068 JG Amsterdam (Osdorp-Oost)        ,"                €3,400 per month            ",88 m²,5 rooms,Upholstered or furnished
Apartment Zuideinde 393 1,            1035 PE Amsterdam (Oostzanerwerf)        ,"                €1,200 per month            ",25 m²,2 rooms,Furnished
Apartment Aalsmeerweg 37 H,            1059 AB Amsterdam (Hoofddorppleinbuurt)        ,"                €3,000 per month            ",90 m²,4 rooms,Upholstered
Apartment Spuistraat,            1012 TS Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,000 per month            ",100 m²,2 rooms,Furnished
Apartment Bloemstraat,            1016 LJ Amsterdam (Jordaan)        ,"                €2,475 per month            ",86 m²,3 rooms,None
Apartment Akkerstraat,            1097 XK Amsterdam (Betondorp)        ,                €650 per month            ,10 m²,2 rooms,Upholstered or furnished
Apartment Van Baerlestraat 69 IV,            1071 AS Amsterdam (Museumkwartier)        ,"                €2,400 per month            ",85 m²,3 rooms,Upholstered
Apartment Huidekoperstraat 11,            1017 ZL Amsterdam (De Weteringschans)        ,"                €3,000 per month            ",110 m²,4 rooms,Upholstered
Apartment Pantograafstraat,            1019 XX Amsterdam (Oostelijk Havengebied)        ,"                €1,305 per month            ",61 m²,1 room,None
Apartment Binnenkant,            1011 BJ Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,950 per month            ",105 m²,2 rooms,Upholstered
Apartment Albrecht Dürerstraat,            1077 LS Amsterdam (Apollobuurt)        ,"                €2,850 per month            ",130 m²,5 rooms,Furnished
Apartment Korte Prinsengracht,            1013 GS Amsterdam (Haarlemmerbuurt)        ,"                €1,650 per month            ",60 m²,2 rooms,Upholstered
Apartment Buitenveldertselaan,            1082 VB Amsterdam (Buitenveldert-West)        ,"                €1,800 per month            ",88 m²,3 rooms,Furnished
Apartment Haarlemmerweg,            1014 BL Amsterdam (Sloterdijk)        ,"                €1,950 per month            ",72 m²,3 rooms,Upholstered
Apartment Apollolaan 119 2,            1077 AP Amsterdam (Apollobuurt)        ,"                €4,500 per month            ",100 m²,3 rooms,Upholstered
Apartment Hofgeest,"            1102 EB Amsterdam (Bijlmer Centrum (D,F,H))        ","                €2,000 per month            ",93 m²,4 rooms,Furnished
Apartment Praterlaan,            1098 WR Amsterdam (Middenmeer)        ,"                €1,750 per month            ",70 m²,4 rooms,Furnished
Apartment Haya van Someren-Downerstraat,            1067 WP Amsterdam (Eendracht)        ,"                €2,050 per month            ",90 m²,4 rooms,Upholstered
Apartment Pantograafstraat,            1019 XX Amsterdam (Oostelijk Havengebied)        ,"                €1,865 per month            ",98 m²,3 rooms,None
Apartment Pantograafstraat,            1019 XX Amsterdam (Oostelijk Havengebied)        ,"                €1,720 per month            ",95 m²,3 rooms,None
Studio Wibautstraat 150,            1091 GR Amsterdam (Weesperzijde)        ,"                €3,250 per month            ",40 m²,1 room,Furnished
Apartment Zandstrooierstraat,            1019 XZ Amsterdam (Oostelijk Havengebied)        ,"                €1,915 per month            ",95 m²,4 rooms,None
Apartment Van Ostadestraat,            1072 SZ Amsterdam (Nieuwe Pijp)        ,"                €2,450 per month            ",120 m²,3 rooms,Furnished
Apartment Grasweg 278,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,446 per month            ",62 m²,3 rooms,None
Apartment Singel,            1016 AA Amsterdam (Grachtengordel-West)        ,"                €4,500 per month            ",155 m²,4 rooms,Upholstered or furnished
Apartment Jan van Zutphenstraat,            1069 RR Amsterdam (Osdorp-Midden)        ,"                €2,100 per month            ",72 m²,3 rooms,Upholstered or furnished
Apartment Kalverstraat,            1012 PH Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,500 per month            ",110 m²,4 rooms,Furnished
Apartment Marius Bauerstraat 30 F8,            1062 AR Amsterdam (Overtoomse Veld)        ,"                €1,260 per month            ",42 m²,2 rooms,Upholstered
Apartment Peelstraat 44,            1079 RN Amsterdam (Scheldebuurt)        ,"                €1,760 per month            ",92 m²,3 rooms,Upholstered
Apartment Bos en Lommerplantsoen,            1055 AA Amsterdam (De Kolenkit)        ,"                €4,500 per month            ",50 m²,2 rooms,Furnished
Apartment Frederiksplein 40 B,            1017 XN Amsterdam (De Weteringschans)        ,"                €3,400 per month            ",125 m²,3 rooms,Upholstered
Apartment Nieuwezijds Voorburgwal,            1012 RT Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,000 per month            ",180 m²,4 rooms,Furnished
Apartment Reestraat,            1016 DM Amsterdam (Grachtengordel-West)        ,"                €2,295 per month            ",115 m²,2 rooms,Furnished
House Strekkerweg,            1033 DA Amsterdam (Tuindorp Oostzaan)        ,"                €1,200 per month            ",70 m²,2 rooms,Upholstered
House Leliegracht,            1015 DH Amsterdam (Grachtengordel-West)        ,"                €3,950 per month            ",118 m²,4 rooms,Upholstered
Apartment Burgemeester Cramergracht 139,            1064 AK Amsterdam (Slotermeer-Zuidwest)        ,"                €1,400 per month            ",65 m²,2 rooms,Shell
Studio Dantestraat,"            1102 ZN Amsterdam (Bijlmer Centrum (D,F,H))        ","                €1,200 per month            ",35 m²,1 room,Furnished
Apartment Staalmeesterslaan 219,            1057 NV Amsterdam (Overtoomse Veld)        ,"                €1,376 per month            ",85 m²,4 rooms,None
Apartment Staalmeesterslaan 331,            1057 PC Amsterdam (Overtoomse Veld)        ,"                €1,376 per month            ",85 m²,4 rooms,None
Apartment Staalmeesterslaan 257,            1057 NZ Amsterdam (Overtoomse Veld)        ,"                €1,452 per month            ",105 m²,5 rooms,None
Apartment Staalmeesterslaan 330,            1057 PC Amsterdam (Overtoomse Veld)        ,"                €1,376 per month            ",85 m²,4 rooms,None
Apartment Van Spilbergenstraat,            1057 RR Amsterdam (Hoofdweg e.o.)        ,                Price on request            ,44 m²,2 rooms,Upholstered
Room Mijehof,            1106 HE Amsterdam (Holendrecht/Reigersbos)        ,                €660 per month            ,15 m²,1 room,Upholstered or furnished
Apartment Grasweg 124,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,154 per month            ",106 m²,3 rooms,None
Apartment Grasweg 344,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,773 per month            ",74 m²,3 rooms,None
Apartment Grasweg 138,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,540 per month            ",69 m²,3 rooms,None
Apartment Grasweg 292,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,447 per month            ",63 m²,3 rooms,None
Apartment Grasweg 152,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,367 per month            ",62 m²,3 rooms,None
Apartment Grasweg 262,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,205 per month            ",47 m²,3 rooms,None
Apartment Grasweg 142,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,138 per month            ",48 m²,2 rooms,None
Apartment Grasweg 106,            1031 HX Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,035 per month            ",45 m²,2 rooms,None
Apartment Keizersgracht 365 E,            1016 EJ Amsterdam (Grachtengordel-West)        ,"                €3,950 per month            ",130 m²,3 rooms,Upholstered or furnished
